Australia,AUS,units unclear,3/8/2020,https://github.com/pappubahry/AU_COVID19,Federal Department of Health,Made available on GitHub by pappubahry,9120,1231,0.359,0.048,1941,0.076
Australia,AUS,units unclear,3/9/2020,https://github.com/pappubahry/AU_COVID19,Federal Department of Health,Made available on GitHub by pappubahry,9747,627,0.384,0.025,2104.333,0.083
Australia,AUS,units unclear,3/10/2020,https://github.com/pappubahry/AU_COVID19,Federal Department of Health,Made available on GitHub by pappubahry,11086,1339,0.436,0.053,1065.667,0.042
Australia,AUS,units unclear,3/11/2020,https://github.com/pappubahry/AU_COVID19,Federal Department of Health,Made available on GitHub by pappubahry,11146,60,0.439,0.002,675.333,0.027
Australia,AUS,units unclear,3/12/2020,https://github.com/pappubahry/AU_COVID19,Federal Department of Health,Made available on GitHub by pappubahry,13047,1901,0.514,0.075,1100,0.043
Australia,AUS,units unclear,3/13/2020,https://github.com/pappubahry/AU_COVID19,Federal Department of Health,Made available on GitHub by pappubahry,18608,5561,0.733,0.219,2507.333,0.099
Australia,AUS,units unclear,3/14/2020,https://github.com/pappubahry/AU_COVID19,Federal Department of Health,Made available on GitHub by pappubahry,23462,4854,0.924,0.191,4105.333,0.162
Australia,AUS,units unclear,3/15/2020,https://github.com/pappubahry/AU_COVID19,Federal Department of Health,Made available on GitHub by pappubahry,25279,1817,0.995,0.072,4077.333,0.161
Australia,AUS,units unclear,3/16/2020,https://github.com/pappubahry/AU_COVID19,Federal Department of Health,Made available on GitHub by pappubahry,44121,18842,1.737,0.742,8504.333,0.335
Australia,AUS,units unclear,3/17/2020,https://github.com/pappubahry/AU_COVID19,Federal Department of Health,Made available on GitHub by pappubahry,50408,6287,1.985,0.248,8982,0.354
Australia,AUS,units unclear,3/18/2020,https://github.com/pappubahry/AU_COVID19,Federal Department of Health,Made available on GitHub by pappubahry,80019,29611,3.151,1.166,18246.667,0.719
Australia,AUS,units unclear,3/19/2020,https://github.com/pappubahry/AU_COVID19,Federal Department of Health,Made available on GitHub by pappubahry,106049,26030,4.175,1.025,20642.667,0.813
Australia,AUS,units unclear,3/20/2020,https://github.com/pappubahry/AU_COVID19,Federal Department of Health,Made available on GitHub by pappubahry,113069,7020,4.452,0.276,20887,0.822
Australia,AUS,units unclear,3/21/2020,https://github.com/pappubahry/AU_COVID19,Federal Department of Health,Made available on GitHub by pappubahry,122738,9669,4.833,0.381,14239.667,0.561
Australia,AUS,units unclear,3/22/2020,https://github.com/pappubahry/AU_COVID19,Federal Department of Health,Made available on GitHub by pappubahry,131500,8762,5.178,0.345,8483.667,0.334
Australia,AUS,units unclear,3/23/2020,https://github.com/pappubahry/AU_COVID19,Federal Department of Health,Made available on GitHub by pappubahry,143967,12467,5.668,0.491,10299.333,0.406
Australia,AUS,units unclear,3/24/2020,https://github.com/pappubahry/AU_COVID19,Federal Department of Health,Made available on GitHub by pappubahry,156147,12180,6.148,0.48,11136.333,0.439
Australia,AUS,units unclear,3/25/2020,https://github.com/pappubahry/AU_COVID19,Federal Department of Health,Made available on GitHub by pappubahry,167448,11301,6.593,0.445,11982.667,0.472
Australia,AUS,units unclear,3/26/2020,https://github.com/pappubahry/AU_COVID19,Federal Department of Health,Made available on GitHub by pappubahry,178351,10903,7.022,0.429,11461.333,0.451
Australia,AUS,units unclear,3/27/2020,https://github.com/pappubahry/AU_COVID19,Federal Department of Health,Made available on GitHub by pappubahry,189646,11295,7.467,0.445,11166.333,0.44
Australia,AUS,units unclear,3/28/2020,https://github.com/pappubahry/AU_COVID19,Federal Department of Health,Made available on GitHub by pappubahry,205303,15657,8.083,0.616,12618.333,0.497
Australia,AUS,units unclear,3/29/2020,https://github.com/pappubahry/AU_COVID19,Federal Department of Health,Made available on GitHub by pappubahry,227433,22130,8.955,0.871,16360.667,0.644
Australia,AUS,units unclear,3/30/2020,https://github.com/pappubahry/AU_COVID19,Federal Department of Health,Made available on GitHub by pappubahry,232269,4836,9.145,0.19,14207.667,0.559
Australia,AUS,units unclear,3/31/2020,https://github.com/pappubahry/AU_COVID19,Federal Department of Health,Made available on GitHub by pappubahry,243079,10810,9.571,0.426,12592,0.496
Australia,AUS,units unclear,4/1/2020,https://github.com/pappubahry/AU_COVID19,Federal Department of Health,Made available on GitHub by pappubahry,256788,13709,10.11,0.54,9785,0.385
Australia,AUS,units unclear,4/2/2020,https://github.com/pappubahry/AU_COVID19,Federal Department of Health,Made available on GitHub by pappubahry,266786,9998,10.504,0.394,11505.667,0.453
Australia,AUS,units unclear,4/3/2020,https://github.com/pappubahry/AU_COVID19,Federal Department of Health,Made available on GitHub by pappubahry,277004,10218,10.906,0.402,11308.333,0.445
Australia,AUS,units unclear,4/4/2020,https://github.com/pappubahry/AU_COVID19,Federal Department of Health,Made available on GitHub by pappubahry,285477,8473,11.24,0.334,9563,0.377
Australia,AUS,units unclear,4/5/2020,https://github.com/pappubahry/AU_COVID19,Federal Department of Health,Made available on GitHub by pappubahry,294769,9292,11.606,0.366,9327.667,0.367
Australia,AUS,units unclear,4/6/2020,https://github.com/pappubahry/AU_COVID19,Federal Department of Health,Made available on GitHub by pappubahry,302068,7299,11.893,0.287,8354.667,0.329
Australia,AUS,units unclear,4/7/2020,https://github.com/pappubahry/AU_COVID19,Federal Department of Health,Made available on GitHub by pappubahry,308593,6525,12.15,0.257,7705.333,0.303
Australia,AUS,units unclear,4/8/2020,https://github.com/pappubahry/AU_COVID19,Federal Department of Health,Made available on GitHub by pappubahry,319874,11281,12.594,0.444,8368.333,0.329
Australia,AUS,units unclear,4/9/2020,https://github.com/pappubahry/AU_COVID19,Federal Department of Health,Made available on GitHub by pappubahry,330134,10260,12.998,0.404,9355.333,0.368
Australia,AUS,units unclear,4/10/2020,https://github.com/pappubahry/AU_COVID19,Federal Department of Health,Made available on GitHub by pappubahry,338346,8212,13.322,0.323,9917.667,0.39
Australia,AUS,units unclear,4/11/2020,https://github.com/pappubahry/AU_COVID19,Federal Department of Health,Made available on GitHub by pappubahry,350704,12358,13.808,0.487,10276.667,0.405
Australia,AUS,units unclear,4/12/2020,https://github.com/pappubahry/AU_COVID19,Federal Department of Health,Made available on GitHub by pappubahry,353941,3237,13.936,0.127,7935.667,0.312
Australia,AUS,units unclear,4/13/2020,https://github.com/pappubahry/AU_COVID19,Federal Department of Health,Made available on GitHub by pappubahry,362136,8195,14.258,0.323,7930,0.312
Australia,AUS,units unclear,4/14/2020,https://github.com/pappubahry/AU_COVID19,Federal Department of Health,Made available on GitHub by pappubahry,366493,4357,14.43,0.172,5263,0.207
Australia,AUS,units unclear,4/15/2020,https://github.com/pappubahry/AU_COVID19,Federal Department of Health,Made available on GitHub by pappubahry,371377,4884,14.622,0.192,5812,0.229
Australia,AUS,units unclear,4/16/2020,https://github.com/pappubahry/AU_COVID19,Federal Department of Health,Made available on GitHub by pappubahry,380003,8626,14.962,0.34,5955.667,0.235
Australia,AUS,units unclear,4/17/2020,https://github.com/pappubahry/AU_COVID19,Federal Department of Health,Made available on GitHub by pappubahry,391530,11527,15.416,0.454,8345.667,0.329
Australia,AUS,units unclear,4/18/2020,https://github.com/pappubahry/AU_COVID19,Federal Department of Health,Made available on GitHub by pappubahry,406510,14980,16.005,0.59,11711,0.461
Australia,AUS,units unclear,4/19/2020,https://github.com/pappubahry/AU_COVID19,Federal Department of Health,Made available on GitHub by pappubahry,420996,14486,16.576,0.57,13664.333,0.538
Australia,AUS,units unclear,4/20/2020,https://github.com/pappubahry/AU_COVID19,Federal Department of Health,Made available on GitHub by pappubahry,431745,10749,16.999,0.423,13405,0.528
Australia,AUS,units unclear,4/21/2020,https://github.com/pappubahry/AU_COVID19,Federal Department of Health,Made available on GitHub by pappubahry,439842,8097,17.318,0.319,11110.667,0.437
Australia,AUS,units unclear,4/22/2020,https://github.com/pappubahry/AU_COVID19,Federal Department of Health,Made available on GitHub by pappubahry,452441,12599,17.814,0.496,10481.667,0.413
Australia,AUS,units unclear,4/23/2020,https://github.com/pappubahry/AU_COVID19,Federal Department of Health,Made available on GitHub by pappubahry,466659,14218,18.374,0.56,11638,0.458
Australia,AUS,units unclear,4/24/2020,https://github.com/pappubahry/AU_COVID19,Federal Department of Health,Made available on GitHub by pappubahry,482370,15711,18.992,0.619,14176,0.558
Australia,AUS,units unclear,4/25/2020,https://github.com/pappubahry/AU_COVID19,Federal Department of Health,Made available on GitHub by pappubahry,494257,11887,19.46,0.468,13938.667,0.549
Austria,AUT,units unclear,2/25/2020,https://web.archive.org/web/20200225155838/https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,Austrian Ministry for Health,,218,,0.025,,,
Austria,AUT,units unclear,2/26/2020,https://web.archive.org/web/20200226220729/https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,Austrian Ministry for Health,,321,103,0.037,0.012,,
Austria,AUT,units unclear,2/27/2020,https://web.archive.org/web/20200227163730/https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,Austrian Ministry for Health,,447,126,0.051,0.014,,
Austria,AUT,units unclear,2/28/2020,https://web.archive.org/web/20200228195506/https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,Austrian Ministry for Health,,763,316,0.087,0.036,181.667,0.021
Austria,AUT,units unclear,2/29/2020,https://web.archive.org/web/20200229115109/https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,Austrian Ministry for Health,,1649,886,0.188,0.101,442.667,0.05
Austria,AUT,units unclear,3/3/2020,https://web.archive.org/web/20200303181915/https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,Austrian Ministry for Health,,2683,,0.306,,,
Austria,AUT,units unclear,3/4/2020,https://web.archive.org/web/20200304114837/https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,Austrian Ministry for Health,,3138,455,0.357,0.052,,
Austria,AUT,units unclear,3/5/2020,https://web.archive.org/web/20200305185145/https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,Austrian Ministry for Health,,3711,573,0.423,0.065,,
Austria,AUT,units unclear,3/6/2020,https://web.archive.org/web/20200306150526/https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,Austrian Ministry for Health,,4000,289,0.455,0.033,439,0.05
Austria,AUT,units unclear,3/7/2020,https://web.archive.org/web/20200307223222/https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,Austrian Ministry for Health,,4308,308,0.491,0.035,390,0.044
Austria,AUT,units unclear,3/8/2020,https://web.archive.org/web/20200308131539/https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,Austrian Ministry for Health,,4509,201,0.513,0.023,266,0.03
Austria,AUT,units unclear,3/9/2020,https://web.archive.org/web/20200309184346/https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,Austrian Ministry for Health,,4734,225,0.539,0.026,244.667,0.028
Austria,AUT,units unclear,3/10/2020,https://web.archive.org/web/20200310154703/https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,Austrian Ministry for Health,,5026,292,0.572,0.033,239.333,0.027
Austria,AUT,units unclear,3/11/2020,https://web.archive.org/web/20200311221452/https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,Austrian Ministry for Health,,5362,336,0.611,0.038,284.333,0.032
Austria,AUT,units unclear,3/12/2020,https://web.archive.org/web/20200312220151/https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,Austrian Ministry for Health,,5869,507,0.668,0.058,378.333,0.043
Austria,AUT,units unclear,3/13/2020,https://web.archive.org/web/20200313235350/https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,Austrian Ministry for Health,,6582,713,0.749,0.081,518.667,0.059
Austria,AUT,units unclear,3/14/2020,https://web.archive.org/web/20200314181016/https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,Austrian Ministry for Health,,7467,885,0.85,0.101,701.667,0.08
Austria,AUT,units unclear,3/15/2020,https://web.archive.org/web/20200315214744/https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,Austrian Ministry for Health,,8167,700,0.93,0.08,766,0.087
Austria,AUT,units unclear,3/16/2020,https://web.archive.org/web/20200316173127/https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,Austrian Ministry for Health,,8490,323,0.967,0.037,636,0.073
Austria,AUT,units unclear,3/17/2020,https://web.archive.org/web/20200317175518/https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,Austrian Ministry for Health,,10278,1788,1.17,0.204,937,0.107
Austria,AUT,units unclear,3/18/2020,https://web.archive.org/web/20200318134306/https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,Austrian Ministry for Health,,11977,1699,1.364,0.193,1270,0.145
Austria,AUT,units unclear,3/19/2020,https://web.archive.org/web/20200319163314/https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,Austrian Ministry for Health,,13724,1747,1.563,0.199,1744.667,0.199
Austria,AUT,units unclear,3/20/2020,https://web.archive.org/web/20200320214720/https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,Austrian Ministry for Health,,15613,1889,1.778,0.215,1778.333,0.202
Austria,AUT,units unclear,3/21/2020,https://web.archive.org/web/20200321184107/https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,Austrian Ministry for Health,,18545,2932,2.112,0.334,2189.333,0.249
Austria,AUT,units unclear,3/22/2020,https://web.archive.org/web/20200322180039/https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,Austrian Ministry for Health,,21368,2823,2.433,0.321,2548,0.29
Austria,AUT,units unclear,3/23/2020,https://web.archive.org/web/20200323215732/https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,Austrian Ministry for Health,,23429,2061,2.668,0.235,2605.333,0.297
Austria,AUT,units unclear,3/24/2020,https://web.archive.org/web/20200324180033/https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,Austrian Ministry for Health,,28391,4962,3.233,0.565,3282,0.374
Austria,AUT,units unclear,3/25/2020,https://web.archive.org/web/20200325185449/https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,Austrian Ministry for Health,,32407,4016,3.69,0.457,3679.667,0.419
Austria,AUT,units unclear,3/26/2020,https://web.archive.org/web/20200326210712/https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,Austrian Ministry for Health,,35995,3588,4.099,0.409,4188.667,0.477
Austria,AUT,units unclear,3/27/2020,https://web.archive.org/web/20200327183847/https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,Austrian Ministry for Health,,39552,3557,4.504,0.405,3720.333,0.424
Austria,AUT,units unclear,3/28/2020,https://web.archive.org/web/20200328180923/https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,Austrian Ministry for Health,,42750,3198,4.868,0.364,3447.667,0.393
Austria,AUT,units unclear,3/29/2020,https://web.archive.org/web/20200329211228/https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,Austrian Ministry for Health,,46441,3691,5.288,0.42,3482,0.396
Austria,AUT,units unclear,3/30/2020,https://web.archive.org/web/20200330230033/https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,Austrian Ministry for Health,,49455,3014,5.631,0.343,3301,0.376
Austria,AUT,units unclear,3/31/2020,https://web.archive.org/web/20200331230050/https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,Austrian Ministry for Health,,52344,2889,5.96,0.329,3198,0.364
Austria,AUT,units unclear,4/1/2020,https://web.archive.org/web/20200401230032/https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,Austrian Ministry for Health,,55863,3519,6.361,0.401,3140.667,0.358
Austria,AUT,units unclear,4/2/2020,https://web.archive.org/web/20200402230039/https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,Austrian Ministry for Health,,92190,36327,10.497,4.136,14245,1.622
Austria,AUT,units unclear,4/3/2020,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,Austrian Ministry for Health,,98343,6153,11.198,0.701,15333,1.746
Austria,AUT,units unclear,4/4/2020,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,Austrian Ministry for Health,,104134,5791,11.857,0.659,16090.333,1.832
Austria,AUT,units unclear,4/5/2020,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,Austrian Ministry for Health,,108416,4282,12.345,0.488,5408.667,0.616
Austria,AUT,units unclear,4/6/2020,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,Austrian Ministry for Health,,111296,2880,12.673,0.328,4317.667,0.492
Austria,AUT,units unclear,4/7/2020,http://web.archive.org/web/20200407160026/https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,Austrian Ministry for Health,,115235,3939,13.121,0.449,3700.333,0.422
Austria,AUT,units unclear,4/8/2020,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,Austrian Ministry for Health,,120755,5520,13.75,0.629,4113,0.469
Austria,AUT,units unclear,4/9/2020,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,Austrian Ministry for Health,,126287,5532,14.38,0.63,4997,0.569
Austria,AUT,units unclear,4/10/2020,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,Austrian Ministry for Health,,134743,8456,15.343,0.963,6502.667,0.741
Austria,AUT,units unclear,4/11/2020,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,Austrian Ministry for Health,,140975,6232,16.052,0.71,6740,0.768
Austria,AUT,units unclear,4/12/2020,https://www.sozialministerium.at/Informationen-zum-Coronavirus/Neuartiges-Coronavirus-(2019-nCov).html,Austrian Ministry for Health,,144877,3902,16.497,0.444,6196.667,0.706
